WD23CD,WD23NM,WD23NMW,UK_IMD_E_score,original_decile,E_expanded_decile,UK_IMD_E_rank,UK_IMD_E_pop_decile,UK_IMD_E_pop_quintile,total_Population
E05002087,Peverell, ,6.807,6,6,24160.0,6,3,13539.0
E05002088,Plympton Chaddlewood, ,7.272,7,7,26002.0,7,4,8095.0
E05002089,Plympton Erle, ,8.384,3,3,9962.0,3,2,8703.0
E05002090,Plympton St Mary, ,7.157,3,3,9962.0,3,2,12573.0
E05002091,Plymstock Dunstone, ,4.32,4,4,17110.0,5,3,12775.0
E05002092,Plymstock Radford, ,8.473,4,4,15248.5,4,2,14518.0
E05002093,St Budeaux, ,23.112,1,1,1564.0,1,1,13085.0
E05002094,St Peter and the Waterfront, ,19.831,1,1,343.0,1,1,18637.0
E05002095,Southway, ,5.052,2,2,8846.0,3,2,13881.0
E05002096,Stoke, ,17.134,2,2,6459.0,2,1,13540.0
E05002097,Sutton and Mount Gould, ,21.952,1,1,3265.0,1,1,14223.0
E05002212,Belfairs, ,6.246,4,4,15083.5,4,2,9392.0
E05002213,Blenheim Park, ,8.111,2,2,5350.0,2,1,10956.0
E05002214,Chalkwell, ,3.533,2,2,5832.0,2,1,9887.0
E05002215,Eastwood Park, ,6.308,5,5,18575.0,5,3,9667.0
E05002216,Kursaal, ,26.912,1,1,301.0,1,1,12100.0
E05002217,Leigh, ,5.165,7,7,28058.0,7,4,9826.0
E05002218,Milton, ,23.501,1,1,1309.0,1,1,11801.0
E05002219,Prittlewell, ,6.161,2,2,5742.0,2,1,10795.0
E05002220,St Laurence, ,13.123,1,1,4158.0,1,1,10663.0
E05002221,St. Luke's, ,17.781,2,2,5151.0,2,1,11215.0
E05002222,Shoeburyness, ,10.371,1,1,2970.0,1,1,11635.0
E05002223,Southchurch, ,3.015,1,1,1329.0,1,1,10130.0
E05002224,Thorpe, ,5.024,4,4,13683.0,4,2,9168.0
E05002225,Victoria, ,29.305,1,1,1350.0,1,1,13043.0
E05002226,Westborough, ,19.39,3,3,11944.5,3,2,11245.0
E05002227,West Leigh, ,1.853,9,9,36393.5,9,5,9368.0
E05002228,West Shoebury, ,3.336,1,1,3064.0,1,1,10024.0
E05002229,Aveley and Uplands, ,15.705,3,3,9003.0,3,2,10768.0
E05002230,Belhus, ,20.794,1,1,4112.0,1,1,10545.0
E05002231,Chadwell St Mary, ,15.695,2,2,7322.0,2,1,10759.0
E05002232,Chafford and North Stifford, ,6.724,5,5,21209.0,6,3,7931.0
E05002233,Corringham and Fobbing, ,8.711,6,6,24639.5,6,3,5653.0
E05002234,East Tilbury, ,16.865,4,4,14783.5,4,2,7910.0
E05002235,Grays Riverside, ,12.485,3,3,8890.0,3,2,13283.0
E05002236,Grays Thurrock, ,9.654,4,4,14350.0,4,2,9825.0
E05002237,Little Thurrock Blackshots, ,9.349,2,2,8707.0,3,2,7077.0
E05002238,Little Thurrock Rectory, ,7.347,7,7,27462.0,7,4,6384.0
E05002239,Ockendon, ,12.146,2,2,8161.0,2,1,12197.0
E05002240,Orsett, ,7.608,7,7,26524.5,7,4,6519.0
E05002241,South Chafford, ,5.674,8,8,33710.5,9,5,7562.0
E05002242,Stanford East and Corringham Town, ,10.645,3,3,10203.0,3,2,8677.0
E05002243,Stanford-le-Hope West, ,9.094,4,4,16861.5,5,3,7716.0
E05002244,Stifford Clays, ,8.281,4,4,15574.5,4,2,6798.0
E05002245,The Homesteads, ,6.819,7,7,27524.0,7,4,8417.0
E05002246,Tilbury Riverside and Thurrock Park, ,22.088,1,1,3274.0,1,1,8189.0
E05002247,Tilbury St Chads, ,21.937,1,1,2226.0,1,1,6875.0
E05002248,West Thurrock and South Stifford, ,19.501,3,3,12619.0,4,2,13792.0
E05002372,Arborfield, ,8.247,9,9,34738.5,9,5,3019.0
E05002373,Barkham, ,3.7,9,9,36802.5,9,5,5003.0
E05002374,Bulmershe and Whitegates, ,3.589,5,5,20288.0,5,3,9796.0
E05002375,Charvil, ,4.452,9,9,37638.5,9,5,3172.0
E05002376,Coronation, ,2.066,10,10,38430.0,10,5,5570.0
E05002377,Emmbrook, ,1.492,9,9,34397.0,9,5,10264.0
E05002378,Evendons, ,2.146,9,9,37301.5,9,5,9585.0
E05002379,Finchampstead North, ,2.793,10,10,39087.0,10,5,5438.0
E05002380,Finchampstead South, ,1.542,4,4,16693.5,5,3,6596.0
E05002381,Hawkedon, ,2.677,9,9,34696.5,9,5,9310.0
E05002382,Hillside, ,1.385,10,10,39572.0,10,5,8287.0
E05002383,Hurst, ,3.19,8,8,32100.0,8,4,2868.0
E05002384,Loddon, ,2.376,4,4,15454.0,4,2,10756.0
E05002385,Maiden Erlegh, ,0.954,10,10,39425.5,10,5,10684.0
E05002386,Norreys, ,2.618,4,4,14882.0,4,2,11564.0
E05002387,"Remenham, Wargrave and Ruscombe", ,0.9,8,8,30561.5,8,4,5562.0
E05002388,Shinfield North, ,10.359,3,3,9221.0,3,2,3711.0
E05002389,Shinfield South, ,4.557,9,9,34738.5,9,5,13636.0
E05002390,Sonning, ,2.864,10,10,39007.5,10,5,3278.0
E05002391,South Lake, ,3.542,8,8,31318.0,8,4,5855.0
E05002392,Swallowfield, ,6.699,8,8,32459.5,8,4,3552.0
E05002393,Twyford, ,0.921,10,10,39990.5,10,5,6041.0
E05002394,Wescott, ,3.609,9,9,37099.5,9,5,7729.0
E05002395,Winnersh, ,2.381,6,6,25652.0,7,4,11256.0
E05002396,Wokingham Without, ,1.191,4,4,14789.0,4,2,8435.0
E05002441,Baffins, ,12.658,2,2,7920.0,2,1,14993.0
E05002442,Central Southsea, ,12.889,4,4,14366.5,4,2,15859.0
E05002443,Charles Dickens, ,22.842,1,1,381.0,1,1,22478.0
E05002444,Copnor, ,8.545,4,4,13345.0,4,2,13412.0
E05002445,Cosham, ,10.287,2,2,4657.5,2,1,14431.0
E05002446,Drayton and Farlington, ,4.174,6,6,24469.0,6,3,13953.0
E05002447,Eastney and Craneswater, ,9.038,4,4,15464.0,4,2,12459.0
E05002448,Fratton, ,22.004,1,1,2540.0,1,1,15577.0
E05002449,Hilsea, ,12.811,2,2,7802.0,2,1,13978.0
E05002450,Milton, ,11.516,3,3,10386.0,3,2,14482.0
E05002451,Nelson, ,24.891,1,1,1029.0,1,1,15401.0
E05002452,Paulsgrove, ,16.723,1,1,1578.0,1,1,14681.0
E05002453,St Jude, ,19.878,4,4,14847.0,4,2,11943.0
E05002454,St Thomas, ,7.489,1,1,1234.0,1,1,14773.0
E05004021,Billericay East, ,2.48,5,5,20121.5,5,3,12160.0
E05004022,Billericay West, ,2.65,3,3,12756.5,4,2,11984.0
E05004023,Burstead, ,3.997,6,6,22556.5,6,3,11141.0
E05004024,Crouch, ,13.186,3,3,13063.0,4,2,8359.0
E05004025,Fryerns, ,22.252,1,1,3882.0,1,1,15200.0
E05004026,Laindon Park, ,16.675,2,2,8433.5,3,2,13820.0
E05004027,Langdon Hills, ,4.552,3,3,10065.5,3,2,9079.0
E05004028,Lee Chapel North, ,23.897,1,1,1963.0,1,1,15128.0
E05004029,Nethermayne, ,10.094,3,3,9906.0,3,2,14537.0
E05004030,Pitsea North West, ,17.364,1,1,2061.0,1,1,12929.0
E05004031,Pitsea South East, ,21.462,1,1,3701.0,1,1,12254.0
E05004032,St Martin's, ,31.432,2,2,5985.5,2,1,10281.0
E05004033,Vange, ,29.491,1,1,3637.0,1,1,10575.0
E05004034,Wickford Castledon, ,8.737,5,5,19302.5,5,3,8145.0
E05004035,Wickford North, ,8.07,3,3,10431.0,3,2,13386.0
E05004036,Wickford Park, ,4.058,3,3,12499.0,4,2,9870.0
E05004067,Brentwood North, ,5.191,5,5,17572.0,5,3,7412.0
E05004068,Brentwood South, ,8.015,4,4,15726.0,4,2,6276.0
E05004069,Brentwood West, ,3.942,6,6,24522.0,6,3,7759.0
E05004070,Brizes and Doddinghurst, ,3.165,5,5,19397.0,5,3,6071.0
E05004071,"Herongate, Ingrave and West Horndon", ,6.109,9,9,34727.0,9,5,3850.0
E05004072,Hutton Central, ,2.771,6,6,22415.0,6,3,4060.0
E05004073,Hutton East, ,4.549,5,5,21151.0,6,3,3587.0
E05004074,Hutton North, ,3.848,4,4,15571.5,4,2,4271.0
E05004075,Hutton South, ,2.356,9,9,35952.5,9,5,3686.0
E05004076,"Ingatestone, Fryerning and Mountnessing", ,3.067,6,6,24649.0,6,3,6470.0
E05004077,Pilgrims Hatch, ,8.535,4,4,16901.0,5,3,6130.0
E05004078,Shenfield, ,2.274,10,10,41171.5,10,5,5477.0
E05004079,South Weald, ,11.847,7,7,29224.5,7,4,2059.0
E05004080,Tipps Cross, ,5.413,7,7,27816.0,7,4,3842.0
E05004081,Warley, ,3.325,6,6,25013.0,6,3,6382.0
E05004082,Appleton, ,8.05,7,7,26291.0,7,4,6838.0
E05004083,Boyce, ,4.658,4,4,13725.0,4,2,6759.0
E05004084,Canvey Island Central, ,19.432,2,2,6556.0,2,1,6629.0
E05004085,Canvey Island East, ,16.03,3,3,12496.5,4,2,6132.0
E05004086,Canvey Island North, ,18.004,4,4,13856.5,4,2,6455.0
E05004087,Canvey Island South, ,18.692,1,1,1910.0,1,1,7042.0
E05004088,Canvey Island West, ,17.378,3,3,11692.0,3,2,4949.0
E05004089,Canvey Island Winter Gardens, ,11.286,2,2,6040.0,2,1,7099.0
E05004090,Cedar Hall, ,6.601,6,6,23062.5,6,3,6429.0
E05004091,St George's, ,9.433,8,8,31685.5,8,4,5868.0
E05004092,St James, ,5.816,5,5,18021.0,5,3,6887.0
E05004093,St Mary's, ,7.155,5,5,21162.0,6,3,6290.0
E05004094,St Peter's, ,7.421,6,6,22065.0,6,3,6497.0
E05004095,Victoria, ,7.587,4,4,13725.0,4,2,5857.0
E05004096,Bicknacre and East and West Hanningfield, ,8.475,6,6,25718.5,7,4,5447.0
E05004097,Boreham and The Leighs, ,10.437,5,5,21220.5,6,3,7131.0
E05004098,Broomfield and The Walthams, ,5.279,5,5,20253.5,5,3,11546.0
E05004099,Chelmer Village and Beaulieu Park, ,5.757,7,7,28694.0,7,4,10750.0
E05004100,Chelmsford Rural West, ,16.661,5,5,20651.0,5,3,3392.0
E05004101,Galleywood, ,9.359,3,3,12658.0,4,2,5596.0
E05004105,"Little Baddow, Danbury and Sandon", ,4.082,5,5,19467.0,5,3,8290.0
E05004106,Marconi, ,9.855,2,2,5571.0,2,1,9043.0
E05004108,Moulsham Lodge, ,3.626,9,9,34659.0,9,5,5611.0
E05004109,Patching Hall, ,2.615,3,3,9040.0,3,2,8991.0
E05004110,Rettendon and Runwell, ,7.706,3,3,11559.5,3,2,6749.0
E05004111,St Andrews, ,3.038,3,3,10726.0,3,2,9392.0
E05004112,"South Hanningfield, Stock and Margaretting", ,9.847,4,4,17013.5,5,3,5780.0
E05004113,South Woodham-Chetwood and Collingwood, ,2.41,7,7,26564.0,7,4,7925.0
E05004114,South Woodham-Elmwood and Woodville, ,3.587,8,8,30275.5,8,4,8004.0
E05004115,Springfield North, ,5.132,6,6,21866.0,6,3,10720.0
E05004116,The Lawns, ,3.306,9,9,37900.0,9,5,5456.0
E05004117,Trinity, ,6.599,6,6,24297.5,6,3,6614.0
E05004118,Waterhouse Farm, ,7.931,3,3,11433.0,3,2,6687.0
E05004119,Writtle, ,4.408,4,4,16799.0,5,3,5311.0
E05004147,"Broadley Common, Epping Upland and Nazeing", ,21.682,4,4,17099.0,5,3,2281.0
E05004148,Buckhurst Hill East, ,8.766,6,6,25756.5,7,4,4729.0
E05004149,Buckhurst Hill West, ,4.788,9,9,38120.5,10,5,7037.0
E05004150,Chigwell Row, ,10.511,8,8,31163.5,8,4,2321.0
E05004151,Chigwell Village, ,4.303,6,6,24598.5,6,3,4645.0
E05004152,"Chipping Ongar, Greensted and Marden Ash", ,3.605,5,5,17365.0,5,3,4431.0
E05004153,Epping Hemnall, ,5.712,6,6,22957.0,6,3,6484.0
E05004154,Epping Lindsey and Thornwood Common, ,9.402,5,5,20032.0,5,3,7125.0
E05004155,Grange Hill, ,6.609,3,3,12745.0,4,2,7672.0
E05004157,"High Ongar, Willingale and The Rodings", ,19.03,5,5,19920.0,5,3,2493.0
E05004158,Lambourne, ,16.401,6,6,22974.0,6,3,1978.0
E05004159,Loughton Alderton, ,14.559,2,2,7096.0,2,1,4773.0
E05004160,Loughton Broadway, ,24.593,4,4,13778.0,4,2,4924.0
E05004161,Loughton Fairmead, ,18.027,4,4,16465.0,4,2,4523.0
E05004162,Loughton Forest, ,5.312,9,9,36372.5,9,5,4332.0
E05004163,Loughton Roding, ,9.084,5,5,19314.0,5,3,4788.0
E05004164,Loughton St John's, ,6.24,8,8,33844.5,9,5,4472.0
E05004165,Loughton St Mary's, ,6.832,5,5,17736.0,5,3,5432.0
E05004166,Lower Nazeing, ,9.059,6,6,23373.0,6,3,4280.0
E05004167,Lower Sheering, ,7.393,9,9,36071.0,9,5,2091.0
E05004169,North Weald Bassett, ,8.76,4,4,15565.0,4,2,4782.0
E05004170,Passingford, ,27.203,3,3,12579.5,4,2,2521.0
E05004171,Roydon, ,13.166,7,7,27314.0,7,4,2223.0
E05004172,Shelley, ,20.362,5,5,18420.0,5,3,2765.0
E05004173,Theydon Bois, ,2.265,8,8,32433.0,8,4,4099.0
E05004174,Waltham Abbey High Beach, ,28.681,3,3,11536.0,3,2,2891.0
E05004175,Waltham Abbey Honey Lane, ,13.245,4,4,16081.5,4,2,6317.0
E05004176,Waltham Abbey North East, ,10.402,3,3,12741.0,4,2,4192.0
E05004177,Waltham Abbey Paternoster, ,18.587,3,3,8915.5,3,2,4845.0
E05004178,Waltham Abbey South West, ,20.692,4,4,16961.0,5,3,4788.0
E05004179,Bush Fair, ,19.629,3,3,9294.0,3,2,8222.0
E05004180,Church Langley, ,6.37,7,7,28510.0,7,4,8870.0
E05004181,Great Parndon, ,10.399,4,4,14216.5,4,2,6638.0
E05004182,Harlow Common, ,17.013,3,3,11775.0,3,2,7577.0
E05004183,Little Parndon and Hare Street, ,19.804,4,4,14417.5,4,2,10133.0
E05004184,Mark Hall, ,21.134,3,3,9435.0,3,2,7900.0
E05004185,Netteswell, ,21.785,3,3,9553.5,3,2,8422.0
E05004186,Old Harlow, ,10.387,5,5,20989.5,6,3,12100.0
E05004187,Staple Tye, ,24.119,3,3,8972.5,3,2,8051.0
E05004188,Sumners and Kingsmoor, ,9.45,3,3,11671.0,3,2,7520.0
E05004189,Toddbrook, ,17.992,2,2,8568.0,3,2,8976.0
E05004190,Althorne, ,7.744,5,5,19804.5,5,3,4358.0
E05004191,Burnham-on-Crouch North, ,9.51,7,7,28426.0,7,4,4917.0
E05004192,Burnham-on-Crouch South, ,9.51,5,5,20490.0,5,3,4273.0
E05004193,Great Totham, ,5.192,7,7,29154.0,7,4,3962.0
E05004194,Heybridge East, ,9.909,6,6,24864.0,6,3,4126.0
E05004195,Heybridge West, ,10.992,3,3,11674.0,3,2,4903.0
E05004196,Maldon East, ,27.005,3,3,12737.5,4,2,2510.0
E05004197,Maldon North, ,10.131,4,4,13287.0,4,2,4458.0
E05004198,Maldon South, ,5.816,6,6,22708.0,6,3,3797.0
E05004199,Maldon West, ,4.345,6,6,23778.0,6,3,4553.0
E05004200,Mayland, ,8.112,5,5,20996.5,6,3,4502.0
E05004201,Purleigh, ,13.279,6,6,22619.0,6,3,3642.0
E05004202,Southminster, ,13.729,4,4,16572.0,5,3,4986.0
E05004203,Tillingham, ,18.922,5,5,20036.5,5,3,2370.0
E05004204,Tollesbury, ,8.701,8,8,34016.0,9,5,2111.0
E05004205,Tolleshunt D'Arcy, ,10.4,5,5,18922.0,5,3,4317.0
E05004206,Wickham Bishops and Woodham, ,5.114,7,7,26314.0,7,4,3769.0
E05004288,All Saints, ,6.859,5,5,18261.0,5,3,5451.0
E05004289,Battledown, ,1.419,9,9,35234.5,9,5,6410.0
E05004290,Benhall and The Reddings, ,5.629,9,9,36780.0,9,5,4949.0
E05004291,Charlton Kings, ,2.162,8,8,33184.0,8,4,6002.0
E05004292,Charlton Park, ,2.744,9,9,38260.0,10,5,4847.0
E05004293,College, ,1.148,7,7,26354.0,7,4,5893.0
E05004294,Hesters Way, ,8.65,2,2,5476.0,2,1,7143.0
E05004295,Lansdown, ,6.543,4,4,13408.0,4,2,5650.0
E05004296,Leckhampton, ,2.352,9,9,37104.0,9,5,5554.0
E05004297,Oakley, ,27.126,2,2,6950.0,2,1,5941.0
E05004298,Park, ,2.623,9,9,36456.5,9,5,6436.0
E05004299,Pittville, ,8.538,7,7,28724.5,7,4,6045.0
E05004300,Prestbury, ,3.158,8,8,32840.0,8,4,6281.0
E05004301,St Mark's, ,19.088,1,1,3072.5,1,1,6263.0
E05004302,St Paul's, ,15.581,1,1,3331.0,1,1,6120.0
E05004303,St Peter's, ,15.375,3,3,9264.0,3,2,7297.0
E05004304,Springbank, ,14.457,2,2,8226.0,2,1,6951.0
E05004305,Swindon Village, ,9.409,2,2,8024.0,2,1,5594.0
E05004306,Up Hatherley, ,2.837,6,6,24231.5,6,3,5310.0
E05004307,Warden Hill, ,1.684,4,4,16986.0,5,3,5297.0
E05004516,Fareham East, ,4.44,4,4,15780.0,4,2,7548.0
E05004517,Fareham North, ,4.064,5,5,19798.5,5,3,7017.0
E05004518,Fareham North-West, ,4.985,3,3,10546.5,3,2,7232.0
E05004519,Fareham South, ,15.381,3,3,10730.0,3,2,7470.0
E05004520,Fareham West, ,3.794,9,9,35880.5,9,5,6421.0
E05004521,Hill Head, ,3.059,10,10,39867.5,10,5,6924.0
E05004522,Locks Heath, ,2.061,9,9,37119.5,9,5,6735.0
E05004523,Park Gate, ,4.711,7,7,29872.0,8,4,9602.0
E05004524,Portchester East, ,6.186,5,5,20505.0,5,3,10736.0
E05004525,Portchester West, ,5.014,8,8,30557.5,8,4,7100.0
E05004526,Sarisbury, ,1.876,9,9,35456.0,9,5,8038.0
E05004527,Stubbington, ,2.408,6,6,25252.5,7,4,7598.0
E05004528,Titchfield, ,4.704,4,4,14480.0,4,2,7427.0
E05004529,Titchfield Common, ,5.969,8,8,30605.5,8,4,7648.0
E05004530,Warsash, ,2.59,7,7,29462.5,8,4,7051.0
E05004566,Barncroft, ,33.52,2,2,5543.0,2,1,6524.0
E05004567,Battins, ,36.707,1,1,2180.0,1,1,7091.0
E05004568,Bedhampton, ,10.241,3,3,8889.0,3,2,9526.0
E05004569,Bondfields, ,27.915,1,1,3141.0,1,1,6828.0
E05004570,Cowplain, ,4.487,6,6,22360.5,6,3,9293.0
E05004571,Emsworth, ,3.123,5,5,19551.0,5,3,10397.0
E05004572,Hart Plain, ,4.998,1,1,2224.0,1,1,10089.0
E05004573,Hayling East, ,12.914,4,4,14740.0,4,2,9059.0
E05004574,Hayling West, ,6.429,2,2,8199.5,2,1,8348.0
E05004575,Purbrook, ,6.358,2,2,6845.5,2,1,9153.0
E05004576,St Faith's, ,5.908,3,3,11311.0,3,2,10619.0
E05004577,Stakes, ,12.185,2,2,7245.0,2,1,10377.0
E05004578,Warren Park, ,38.245,1,1,3442.0,1,1,7506.0
E05004579,Waterloo, ,4.87,4,4,13231.0,4,2,10044.0
E05004691,Adeyfield East, ,11.982,3,3,12446.0,3,2,6147.0
E05004692,Adeyfield West, ,13.185,3,3,12446.0,3,2,5877.0
E05004693,Aldbury and Wigginton, ,3.927,9,9,35847.0,9,5,2410.0
E05004694,Apsley and Corner Hall, ,5.644,4,4,14229.0,4,2,10613.0
E05004695,Ashridge, ,5.748,7,7,28262.5,7,4,2640.0
E05004696,Bennetts End, ,7.116,3,3,12373.0,3,2,6051.0
E05004697,Berkhamsted Castle, ,1.676,10,10,40203.0,10,5,6062.0
E05004698,Berkhamsted East, ,1.216,7,7,28258.5,7,4,6078.0
E05004699,Berkhamsted West, ,1.088,5,5,19022.0,5,3,6633.0
E05004700,"Bovingdon, Flaunden and Chipperfield", ,3.299,7,7,29572.0,8,4,9467.0
E05004701,Boxmoor, ,2.703,5,5,18522.0,5,3,8964.0
E05004702,Chaulden and Warners End, ,7.104,5,5,19174.0,5,3,9255.0
E05004703,Gadebridge, ,7.104,6,6,22422.0,6,3,5812.0
E05004704,Grovehill, ,16.653,2,2,8511.5,3,2,7976.0
E05004705,Hemel Hempstead Town, ,14.868,2,2,7140.5,2,1,7397.0
E05004706,Highfield, ,23.263,2,2,7140.5,2,1,6044.0
E05004707,Kings Langley, ,3.373,8,8,32681.0,8,4,5340.0
E05004708,Leverstock Green, ,2.81,3,3,12373.0,3,2,9714.0
E05004709,Nash Mills, ,4.264,6,6,23365.5,6,3,3748.0
E05004710,Northchurch, ,3.416,9,9,36221.5,9,5,2922.0
E05004711,Tring Central, ,2.4,4,4,15571.5,4,2,5379.0
E05004712,Tring East, ,3.927,9,9,35247.5,9,5,3526.0
E05004713,Tring West and Rural, ,2.4,6,6,25304.0,7,4,5275.0
E05004714,Watling, ,6.288,5,5,21025.5,6,3,5812.0
E05004715,Woodhall Farm, ,6.177,3,3,11913.0,3,2,6981.0
E05004761,Arbury, ,2.938,7,7,28417.5,7,4,2860.0
E05004762,Baldock East, ,3.225,8,8,31641.5,8,4,2941.0
E05004763,Baldock Town, ,5.092,4,4,16848.0,5,3,7861.0
E05004764,Cadwell, ,13.822,7,7,26371.5,7,4,2444.0
E05004765,Chesfield, ,4.578,6,6,22782.0,6,3,7309.0
E05004766,Codicote, ,4.913,8,8,30068.0,8,4,2735.0
E05004767,Ermine, ,8.124,6,6,25058.0,7,4,2824.0
E05004768,Hitchin Bearton, ,2.045,6,6,25204.0,7,4,8610.0
E05004769,Hitchin Highbury, ,1.143,6,6,23328.0,6,3,8560.0
E05004770,Hitchin Oughton, ,7.729,3,3,9486.0,3,2,5097.0
E05004771,Hitchin Priory, ,2.868,9,9,36221.5,9,5,4859.0
E05004772,Hitchin Walsworth, ,2.045,5,5,17342.5,5,3,8232.0
E05004773,"Hitchwood, Offa and Hoo", ,7.547,6,6,22896.0,6,3,7856.0
E05004774,Kimpton, ,5.727,10,10,38580.0,10,5,2265.0
E05004775,Knebworth, ,4.713,8,8,33421.5,8,4,5582.0
E05004776,Letchworth East, ,8.141,4,4,15473.5,4,2,6603.0
E05004777,Letchworth Grange, ,8.141,3,3,11300.0,3,2,7549.0
E05004778,Letchworth South East, ,3.079,2,2,6976.0,2,1,7200.0
E05004779,Letchworth South West, ,3.079,4,4,13324.5,4,2,7648.0
E05004780,Letchworth Wilbury, ,8.141,3,3,9763.0,3,2,5380.0
E05004781,Royston Heath, ,1.791,9,9,37074.5,9,5,5775.0
E05004782,Royston Meridian, ,1.791,8,8,30877.5,8,4,5784.0
E05004783,Royston Palace, ,6.756,5,5,18172.0,5,3,6145.0
E05004784,Weston and Sandon, ,14.615,6,6,25316.5,7,4,2040.0
E05004805,Bandley Hill, ,10.829,2,2,7353.0,2,1,6826.0
E05004806,Bedwell, ,20.427,2,2,5408.0,2,1,8259.0
E05004807,Chells, ,13.834,5,5,20490.0,5,3,6844.0
E05004808,Longmeadow, ,13.29,4,4,16328.5,4,2,5919.0
E05004810,Martins Wood, ,12.661,3,3,9975.0,3,2,6394.0
E05004811,Old Town, ,11.417,3,3,11833.0,3,2,8579.0
E05004812,Pin Green, ,18.869,4,4,13934.0,4,2,6510.0
E05004813,Roebuck, ,18.531,4,4,13250.0,4,2,7121.0
E05004814,St Nicholas, ,16.889,4,4,15243.5,4,2,8339.0
E05004815,Shephall, ,18.775,3,3,11087.0,3,2,6503.0
E05004816,Symonds Green, ,14.97,4,4,16636.0,5,3,6116.0
E05004817,Woodfield, ,13.687,5,5,19771.0,5,3,5970.0
E05004982,Allington, ,3.761,10,10,38632.0,10,5,8198.0
E05004983,Barming and Teston, ,5.275,10,10,39192.5,10,5,2491.0
E05004984,Bearsted, ,2.048,8,8,33356.0,8,4,8334.0
E05004985,Boughton Monchelsea and Chart Sutton, ,7.684,6,6,22132.5,6,3,3044.0
E05004986,Boxley, ,3.024,5,5,21053.5,6,3,8772.0
E05004987,Bridge, ,3.677,4,4,14211.0,4,2,6776.0
E05004989,Detling and Thurnham, ,2.915,5,5,20907.5,6,3,3378.0
E05004990,Downswood and Otham, ,4.478,7,7,26197.0,7,4,3702.0
E05004991,East, ,6.279,3,3,10643.0,3,2,9196.0
E05004992,Fant, ,13.42,4,4,14669.0,4,2,10397.0
E05004993,Harrietsham and Lenham, ,12.614,6,6,23986.5,6,3,7397.0
E05004994,Headcorn, ,8.121,4,4,14022.0,4,2,6373.0
E05004995,Heath, ,7.332,5,5,17964.0,5,3,7497.0
E05004996,High Street, ,16.557,2,2,5581.0,2,1,12208.0
E05004997,Leeds, ,13.673,7,7,26584.0,7,4,2436.0
E05004999,Marden and Yalding, ,13.783,4,4,15501.5,4,2,9779.0
E05005000,North, ,6.97,3,3,11140.0,3,2,10667.0
E05005001,North Downs, ,25.97,4,4,13525.5,4,2,2678.0
E05005002,Park Wood, ,14.488,1,1,4066.0,1,1,9659.0
E05005003,Shepway North, ,8.059,2,2,6699.0,2,1,9325.0
E05005004,Shepway South, ,20.626,1,1,4301.0,2,1,5993.0
E05005006,Staplehurst, ,6.499,6,6,24619.0,6,3,7090.0
E05005007,Sutton Valence and Langley, ,14.861,6,6,23023.5,6,3,3323.0
E05005010,Cowden and Hever, ,21.331,5,5,17448.0,5,3,2060.0
E05005011,Crockenhill and Well Hill, ,19.718,5,5,19145.0,5,3,2053.0
E05005012,Dunton Green and Riverhead, ,1.78,7,7,29369.5,8,4,6100.0
E05005013,Edenbridge North and East, ,5.771,5,5,17507.0,5,3,5744.0
E05005014,Edenbridge South and West, ,14.143,4,4,16519.5,4,2,4315.0
E05005016,"Farningham, Horton Kirby and South Darenth", ,10.36,6,6,22447.0,6,3,4969.0
E05005017,Fawkham and West Kingsdown, ,9.077,6,6,23744.0,6,3,6062.0
E05005018,"Halstead, Knockholt and Badgers Mount", ,9.593,8,8,30439.0,8,4,3666.0
E05005021,Kemsing, ,5.589,7,7,29913.5,8,4,4333.0
E05005026,Sevenoaks Eastern, ,4.373,6,6,23576.0,6,3,4286.0
E05005027,Sevenoaks Kippington, ,2.852,9,9,35009.0,9,5,4945.0
E05005028,Sevenoaks Northern, ,3.523,6,6,23149.5,6,3,4591.0
E05005029,Sevenoaks Town and St John's, ,2.55,10,10,38569.0,10,5,7147.0
E05005031,Swanley St Mary's, ,17.054,2,2,6094.0,2,1,4907.0
E05005032,Swanley White Oak, ,12.44,3,3,9070.5,3,2,6578.0
E05005081,Beacon Road, ,12.589,2,2,8597.5,3,2,4669.0
E05005082,Birchington North, ,10.717,8,8,30472.0,8,4,3875.0
E05005083,Birchington South, ,19.373,3,3,11425.0,3,2,6623.0
E05005084,Bradstowe, ,5.318,5,5,18324.0,5,3,3910.0
E05005085,Central Harbour, ,21.523,1,1,4139.5,1,1,8561.0
E05005086,Cliffsend and Pegwell, ,9.133,4,4,14035.5,4,2,4956.0
E05005087,Cliftonville East, ,12.112,4,4,16916.0,5,3,6424.0
E05005088,Cliftonville West, ,41.721,1,1,271.0,1,1,9946.0
E05005089,Dane Valley, ,23.908,1,1,727.0,1,1,7736.0
E05005090,Eastcliff, ,29.43,1,1,1551.5,1,1,8410.0
E05005091,Garlinge, ,18.296,1,1,3676.0,1,1,4920.0
E05005092,Kingsgate, ,12.943,7,7,27623.5,7,4,2205.0
E05005093,Margate Central, ,41.974,1,1,186.0,1,1,6171.0
E05005094,Nethercourt, ,15.314,4,4,16323.5,4,2,4879.0
E05005095,Newington, ,37.581,1,1,506.0,1,1,5758.0
E05005096,Northwood, ,30.425,1,1,1417.0,1,1,6522.0
E05005097,St Peters, ,9.914,5,5,17480.5,5,3,7086.0
E05005098,Salmestone, ,24.161,1,1,3296.5,1,1,5729.0
